0.0	8.82601434505e-08
0.5	4.41718426399e-08
1.0	1.28930985684e-07
1.5	2.14504290575e-07
2.0	3.48511803803e-07
2.5	7.12661016094e-07
3.0	1.1949351718e-06
3.5	2.2070773559e-06
4.0	3.76530962324e-06
4.5	6.3257713789e-06
5.0	1.03157938271e-05
5.5	1.6291500947e-05
6.0	2.50627440316e-05
6.5	3.72069917281e-05
7.0	5.30076676626e-05
7.5	7.19477652427e-05
8.0	9.27851626195e-05
8.5	0.000114041098972
9.0	0.000134418457938
9.5	0.000152578397051
10.0	0.000166216293855
10.5	0.000171813649019
11.0	0.000166260007309
11.5	0.000149627444911
12.0	0.000126835980709
12.5	0.000106572790501
13.0	9.79277455942e-05
13.5	0.000107662169098
14.0	0.000140332111984
14.5	0.000197805611068
15.0	0.000273026796057
15.5	0.000342083338452
16.0	0.000367209920684
16.5	0.000317898530206
17.0	0.000202272394129
17.5	8.0458024348e-05
18.0	3.80857075169e-05
18.5	0.000127037454753
19.0	0.000319202135989
19.5	0.000511795905017
20.0	0.000592710504305
20.5	0.000511795905017
21.0	0.000319202135989
21.5	0.000127037454753
22.0	3.80857075169e-05
22.5	8.0458024348e-05
23.0	0.000202272394129
23.5	0.000317898530206
24.0	0.000367209920684
24.5	0.000342083338452
25.0	0.000273026796057
25.5	0.000197805611068
26.0	0.000140332111984
26.5	0.000107662169098
27.0	9.79277455942e-05
27.5	0.000106572790501
28.0	0.000126835980709
28.5	0.000149627444911
29.0	0.000166260007309
29.5	0.000171813649019
30.0	0.000166216293855
30.5	0.000152578397051
31.0	0.000134418457938
31.5	0.000114041098972
32.0	9.27851626195e-05
32.5	7.19477652427e-05
33.0	5.30076676626e-05
33.5	3.72069917281e-05
34.0	2.50627440316e-05
34.5	1.6291500947e-05
35.0	1.03157938271e-05
35.5	6.3257713789e-06
36.0	3.76530962324e-06
36.5	2.2070773559e-06
37.0	1.1949351718e-06
37.5	7.12661016094e-07
38.0	3.48511803803e-07
38.5	2.14504290575e-07
39.0	1.28930985684e-07
39.5	4.41718426399e-08
40.0	8.82601434505e-08
